68.31,66.58,66.00,66.41,60.44,59.51,58.29,63.79,71.98,72.70,64.99,66.34,64.38,61.97,56.52,56.85
70.15,68.97,67.17,66.92,60.95,58.25,60.59,62.38,70.23,69.51,66.76,67.72,62.70,62.43,59.79,56.18
72.58,69.61,68.85,67.50,65.03,59.51,61.02,59.94,66.66,69.22,67.17,67.13,62.45,64.00,57.98,58.41
74.15,71.39,69.50,70.24,64.36,62.75,63.07,61.75,63.62,63.38,68.80,67.27,62.71,66.80,57.64,58.27
75.43,75.88,71.51,70.84,67.45,64.68,64.57,62.18,64.09,60.79,66.75,65.40,65.84,66.13,57.67,57.87
77.23,77.63,73.26,71.42,71.83,67.85,62.43,64.84,60.62,59.65,62.62,65.42,66.50,64.62,60.69,56.27
82.23,80.05,75.98,90.32,174.97,182.10,137.28,163.07,154.43,64.99,60.07,61.00,63.99,66.15,58.39,57.39
83.65,83.38,81.05,96.36,207.78,208.52,155.17,167.47,150.63,63.87,61.91,60.24,60.87,63.01,61.11,53.64
93.76,91.60,96.27,139.33,232.98,233.57,177.31,176.88,165.78,64.56,60.78,60.01,59.07,55.26,60.57,56.33
202.31,207.48,230.09,254.85,255.00,254.21,195.95,205.15,202.41,64.27,62.32,60.22,60.24,56.91,59.26,54.68
255.00,255.00,255.00,255.00,255.00,254.05,202.49,204.32,198.31,61.31,61.02,60.68,60.49,57.30,54.31,48.09
255.00,255.00,255.00,255.00,255.00,254.96,205.01,212.94,191.48,58.37,62.77,62.88,60.37,56.12,53.88,44.95
255.00,255.00,255.00,255.00,255.00,254.43,203.24,217.12,187.48,60.93,63.13,63.04,61.52,56.89,51.75,51.60
255.00,255.00,255.00,255.00,255.00,244.31,157.18,122.52,140.73,61.86,63.36,63.14,60.72,58.84,54.79,52.51
255.00,255.00,255.00,254.73,230.71,163.72,94.72,71.79,68.88,63.52,64.09,61.08,59.24,56.10,55.98,51.21
255.00,255.00,237.63,157.41,104.96,96.55,90.37,77.85,68.60,63.11,62.79,61.77,61.90,57.56,55.86,50.24
