107.36,104.41,107.65,110.95,112.04,84.48,65.24,75.99,81.54,82.62,96.33,76.53,81.86,100.12,100.09,93.67
109.40,107.65,111.56,115.94,117.15,87.45,60.42,88.59,92.71,91.41,100.68,77.57,91.15,104.85,108.94,101.79
111.61,109.95,115.43,120.64,120.54,103.40,104.72,97.45,104.66,101.50,104.90,95.10,102.21,109.83,114.64,109.95
114.04,112.45,119.15,124.87,124.62,110.50,111.73,114.86,99.66,110.64,123.48,117.46,109.17,109.66,117.74,114.41
116.27,115.35,122.59,128.22,128.77,86.34,89.41,94.54,91.18,97.68,119.16,121.90,97.94,100.86,122.06,118.84
118.08,117.40,125.38,130.48,132.16,113.99,89.49,81.11,88.11,109.49,109.94,129.18,102.69,108.47,127.60,125.14
119.57,118.99,126.01,132.39,133.75,112.25,104.98,84.94,87.09,78.09,107.88,123.06,99.87,111.77,129.81,128.32
118.46,118.86,127.99,132.74,135.22,107.36,115.60,103.80,87.88,75.81,123.05,130.04,86.19,109.72,131.45,130.82
117.70,118.69,129.30,133.74,135.98,109.59,109.29,99.41,106.92,114.57,121.78,126.47,124.15,127.21,133.48,135.02
120.15,121.06,128.59,134.51,137.71,116.05,97.12,93.47,129.17,126.83,126.68,123.90,91.39,132.47,138.17,140.35
120.75,121.43,129.13,135.35,138.22,118.42,116.31,137.45,107.89,139.36,151.99,137.55,113.80,136.25,141.88,145.18
120.96,122.22,129.82,135.61,138.28,119.11,140.89,142.89,102.63,143.37,145.30,140.76,127.95,138.23,147.41,151.25
120.03,122.21,129.79,135.14,138.25,118.47,143.16,140.10,105.90,141.12,154.31,146.25,126.88,142.94,153.06,155.72
119.44,121.84,129.37,135.12,137.87,120.25,134.38,141.81,130.98,136.86,148.29,143.84,137.76,147.27,157.73,159.53
118.52,120.74,129.25,132.80,137.15,134.44,142.29,145.67,148.36,147.54,147.91,149.03,153.70,153.83,160.66,163.01
117.33,119.84,128.91,133.32,136.88,140.95,142.79,144.12,145.75,146.37,147.81,150.30,154.86,157.75,165.02,168.18
