215.55,219.06,216.64,215.70,215.38,215.66,205.16,185.96,204.13,242.92,182.38,136.30,108.51,99.98,119.37,126.37
216.84,212.91,207.27,202.67,206.46,202.46,185.04,183.18,204.31,198.11,172.67,170.49,163.23,138.39,124.83,121.79
218.39,209.24,204.63,203.58,201.49,189.97,178.78,185.35,193.87,174.56,166.49,166.21,165.21,158.76,163.53,155.92
217.57,216.79,202.76,203.18,194.59,186.77,182.71,188.38,186.79,172.47,171.03,173.38,172.66,166.86,173.06,172.14
218.82,218.26,203.61,205.42,198.14,193.26,192.23,194.04,189.05,171.51,149.87,173.69,175.32,179.22,181.25,176.77
220.02,219.72,199.98,193.99,190.64,189.26,186.58,185.51,196.22,130.31,101.71,106.70,139.54,180.04,187.97,183.33
218.98,219.37,204.19,204.87,199.65,199.40,196.71,194.26,199.46,112.51,82.25,128.77,113.88,174.53,194.07,189.77
224.09,220.66,203.69,203.51,200.98,199.91,199.64,198.05,202.78,166.58,151.40,158.19,127.23,178.82,197.65,194.11
221.13,210.58,203.45,203.10,203.11,201.54,199.89,198.60,192.23,191.19,191.34,189.10,189.21,188.66,194.80,197.83
219.26,213.07,197.02,201.39,204.30,204.33,195.55,197.46,194.02,188.89,190.43,187.80,190.34,188.77,195.53,199.74
222.41,212.66,186.81,192.65,202.19,198.24,196.46,198.24,188.53,186.51,185.09,185.61,185.40,186.09,193.37,198.01
220.33,209.93,200.86,206.85,198.54,201.02,196.21,201.33,192.50,188.34,186.95,183.94,186.19,188.46,194.06,193.76
218.24,205.45,197.97,203.36,203.34,199.79,199.78,200.96,189.09,186.44,183.01,181.39,186.46,188.67,188.24,191.24
214.59,199.59,194.20,197.52,191.88,189.67,188.92,191.48,197.02,194.76,190.40,191.85,195.95,192.08,193.60,189.86
209.96,200.95,198.45,198.04,192.07,190.59,189.87,196.15,193.68,185.39,185.32,185.61,189.76,186.56,188.86,188.53
207.17,208.65,214.97,208.26,204.30,201.08,203.47,202.85,201.82,199.13,199.40,198.81,196.58,192.13,191.25,183.36
