194.19,227.36,227.42,227.41,227.41,227.42,227.40,227.48,227.38,227.48,227.43,227.38,227.44,227.44,227.43,195.83
220.04,235.85,196.39,199.41,198.54,202.31,205.36,218.72,220.92,209.74,205.07,252.00,252.44,252.49,252.55,220.79
220.13,233.11,227.18,196.72,227.38,216.11,213.24,252.48,252.46,252.43,252.50,252.44,252.43,252.50,252.56,221.41
220.07,248.93,247.35,244.12,247.01,248.60,246.01,249.85,252.39,252.47,252.49,252.43,252.42,252.45,252.53,220.78
219.56,241.28,241.41,239.69,235.51,242.52,237.51,244.27,251.40,251.39,251.44,251.40,251.31,251.44,251.49,220.95
220.06,195.27,156.54,120.85,179.01,154.35,252.48,252.52,252.46,252.48,252.52,252.47,252.47,252.52,252.55,220.85
220.06,196.29,123.72,109.65,130.16,156.30,252.43,252.49,252.43,252.43,252.49,252.43,252.42,252.49,252.60,221.33
220.03,212.62,114.65,132.69,99.19,184.43,252.38,252.44,252.38,252.36,243.86,236.72,236.42,242.09,252.44,220.85
219.57,229.40,225.45,205.25,238.68,213.78,251.43,251.47,251.43,236.73,225.89,221.92,221.26,224.98,235.54,221.09
220.07,252.44,252.50,252.44,252.44,252.48,252.43,252.50,252.44,222.69,224.32,222.81,223.91,223.30,221.65,220.60
220.01,252.46,252.52,252.47,252.48,252.52,252.46,252.52,252.47,230.90,225.26,224.75,223.33,226.61,228.40,221.18
220.00,252.27,252.30,252.23,252.26,252.09,247.62,247.17,246.87,242.54,227.30,219.64,214.02,221.13,245.66,221.25
219.64,245.86,236.31,236.51,233.32,231.62,236.01,233.23,231.71,236.02,233.30,231.71,236.07,236.35,244.96,220.31
220.06,246.62,237.19,237.39,240.11,242.31,242.25,245.43,247.33,247.37,250.40,252.44,252.45,252.48,252.59,221.28
220.04,239.49,225.51,223.74,224.32,233.92,222.09,225.52,223.02,248.60,252.47,252.43,252.43,252.48,252.55,221.16
195.31,228.08,228.15,228.09,228.10,228.13,228.08,228.15,228.08,228.09,228.13,228.09,228.09,228.13,228.29,196.65
