253.19,253.10,253.08,253.18,253.06,253.21,253.21,253.06,253.10,253.18,253.08,253.08,253.12,253.12,253.10,253.08
253.11,253.10,253.14,253.16,253.13,253.16,253.11,253.11,253.09,251.93,233.47,217.65,215.95,215.01,186.70,253.16
253.23,227.68,227.19,225.88,224.80,223.24,222.31,219.86,218.53,218.48,235.55,249.90,250.96,220.53,243.05,253.14
253.14,234.34,236.37,228.99,221.66,225.61,230.76,207.30,227.69,250.61,250.57,250.36,250.22,214.05,253.20,253.24
253.14,234.76,217.14,218.68,225.82,238.73,240.39,234.26,247.85,250.72,250.79,250.72,222.81,243.45,253.14,253.14
253.21,236.20,216.51,219.67,213.14,251.12,250.25,250.87,250.83,250.76,250.65,250.52,216.16,253.25,253.08,253.15
253.19,235.57,236.12,236.78,238.00,244.61,251.27,251.12,250.87,250.63,250.73,224.39,244.97,253.16,253.18,253.14
253.18,221.02,125.23,145.05,251.17,250.50,250.42,249.62,250.19,250.85,250.78,219.34,253.12,253.23,253.20,253.09
253.21,212.46,113.85,154.57,250.01,250.64,250.54,251.24,250.76,249.99,225.61,246.97,253.08,253.10,253.15,253.22
253.14,238.54,237.47,223.63,250.60,247.11,236.19,233.38,243.67,251.00,223.30,253.11,253.14,253.21,253.08,253.16
253.00,238.73,250.90,250.44,250.67,229.54,220.74,219.54,226.14,228.45,246.84,253.06,253.07,253.20,253.09,253.16
253.14,235.08,236.84,239.51,241.87,232.23,219.45,221.26,229.90,225.64,253.19,253.09,253.20,253.22,253.21,253.15
253.11,232.48,230.55,234.94,240.23,240.50,230.48,228.44,230.17,248.55,253.20,253.19,253.18,253.21,253.17,253.11
253.18,253.25,251.20,241.84,235.73,242.57,250.78,250.34,228.65,253.21,253.12,253.12,253.20,253.16,253.13,253.18
253.09,253.23,253.17,253.06,253.15,249.90,240.36,226.27,249.61,253.26,253.20,253.06,253.23,253.13,253.09,253.05
253.17,253.10,253.12,253.15,253.09,253.10,253.22,253.13,253.21,253.05,253.16,253.07,253.24,253.16,253.12,253.16
