124.55,122.58,120.30,121.39,122.06,118.35,118.41,115.10,114.20,112.36,113.76,119.96,124.75,93.11,82.43,116.36
123.20,116.60,116.98,118.61,113.33,117.51,119.72,108.71,99.67,104.49,102.92,104.58,102.80,100.31,95.95,100.11
135.30,134.67,144.30,145.88,140.74,117.29,77.24,112.99,113.55,107.32,123.24,115.00,93.28,89.26,90.95,108.66
139.95,145.31,149.70,151.07,154.00,128.82,102.16,96.18,98.08,115.81,85.10,76.05,75.80,65.73,81.14,114.32
146.73,141.99,135.54,138.08,149.03,143.33,81.94,91.73,100.57,103.34,92.05,84.46,82.82,92.42,100.97,112.87
144.00,130.23,128.56,126.18,115.51,123.24,129.31,113.81,111.25,112.01,109.01,101.87,104.78,92.77,97.09,101.87
142.74,115.37,90.77,101.66,76.73,105.67,128.22,128.32,98.76,81.61,74.60,74.96,76.98,90.66,88.54,79.68
138.14,126.64,126.20,133.75,129.35,129.34,122.95,139.10,101.78,71.82,71.11,67.90,112.06,94.23,92.54,106.98
138.78,148.47,156.39,155.37,146.88,145.86,125.11,127.13,113.70,79.61,75.53,75.57,112.42,106.41,98.65,104.43
141.77,154.96,154.38,152.13,145.37,155.38,128.12,128.63,126.70,120.34,96.20,98.25,102.40,106.97,120.62,129.49
144.14,157.74,154.72,149.39,142.16,152.41,125.13,119.09,117.96,136.80,126.17,115.62,119.47,116.92,121.74,125.14
143.21,156.32,154.02,150.36,142.59,147.56,128.91,114.46,132.30,134.96,135.36,118.70,132.00,133.08,125.01,121.66
140.47,137.46,134.75,135.55,132.12,121.42,122.69,117.79,125.92,122.91,124.87,119.36,122.22,126.91,113.13,112.21
137.88,120.17,120.28,127.82,124.15,113.07,97.18,119.53,122.43,116.28,104.80,103.51,102.74,106.98,95.59,103.22
146.03,137.33,136.28,133.20,125.75,107.68,74.16,122.27,127.27,55.06,78.86,87.47,107.01,91.73,98.54,100.84
141.08,137.19,133.30,130.21,130.45,131.44,125.67,123.47,116.80,95.88,98.37,94.47,91.75,86.82,81.21,86.75
